pdb1,pdb2,start1,end1,start2,end2,tmscore,len1,len2,raw_score,helix,sheet,loop,class1,arch1,topo1,sfam1,class2,arch2,topo2,sfam2
1i4n_A,5hm6_A,64,117,40,92,0.63482,53,52,1695,0.471774194,0.149193548,0.379032258,3,20,20,70,3,40,50,2300
2gjl_A,3hzh_A,110,143,90,127,0.59666,33,37,1694,0.6,0.245901639,0.154098361,3,20,20,70,3,40,50,2300
2wyq_A,1pdo_A,17,38,34,55,0.56863,21,21,1692,0.588516746,0.186602871,0.224880383,3,10,20,90,3,40,50,510
1yad_B,3hzh_A,85,119,90,127,0.60523,34,37,1692,0.539184953,0.253918495,0.206896552,3,20,20,70,3,40,50,2300
1z3e_B,4ae4_A,257,273,470,485,0.55224,16,15,1692,0.736486486,0,0.263513514,1,10,150,20,1,20,120,1920
3fiq_A,1wmi_A,124,141,18,36,0.67462,17,18,1689,0.826589595,0,0.173410405,2,40,128,20,3,30,2310,20
2r8w_A,2g2c_A,113,144,50,81,0.62614,31,31,1687,0.501805054,0.140794224,0.357400722,3,20,20,70,3,40,980,10
1om2_A,2p58_C,22,55,8,42,0.61019,33,34,1687,0.867537313,0,0.132462687,1,20,960,10,1,25,40,10
4mm1_C,3kto_A,167,225,56,114,0.57044,58,58,1686,0.393905192,0.284424379,0.321670429,3,20,20,390,3,40,50,2300
3d0w_D,3o22_A,36,57,157,178,0.57117,21,21,1686,0.825396825,0.010582011,0.164021164,1,10,760,20,2,40,128,20
3l5a_A,5d4n_C,152,174,21,45,0.55821,22,24,1686,0.495098039,0.215686275,0.289215686,3,20,20,70,3,30,70,120
5b6q_A,1xxl_A,62,77,90,108,0.59738,15,18,1686,0.858156028,0.028368794,0.113475177,1,10,760,10,3,40,50,150
2qjg_A,3ixl_A,218,242,54,78,0.55699,24,24,1684,0.804761905,0.104761905,0.09047619,3,20,20,70,3,40,50,12500
3o2p_E,1p1l_A,784,810,10,34,0.57497,26,24,1682,0.575757576,0.168831169,0.255411255,1,10,10,10,3,30,70,120
4uxd_A,1hqk_A,72,97,125,150,0.55739,25,25,1682,0.657276995,0.126760563,0.215962441,3,20,20,70,3,40,50,960
2l2d_A,2w9r_A,13,55,26,68,0.57031,42,42,1681,0.616835994,0.010159652,0.373004354,1,10,8,10,3,30,1390,10
2rkl_A,3u4t_B,302,328,236,263,0.67856,26,27,1681,0.8875,0,0.1125,1,20,5,420,1,25,40,10
3ovp_B,2qv0_A,53,93,121,157,0.62768,40,36,1680,0.547557841,0.262210797,0.190231362,3,20,20,70,3,40,50,2300
3i71_B,2l8t_A,130,152,13,35,0.57212,22,22,1678,0.890547264,0,0.109452736,1,10,10,10,3,30,160,410
1h3o_A,5czf_D,869,885,30,46,0.55878,16,16,1678,0.82278481,0,0.17721519,1,10,20,10,3,30,2310,20
1ci4_A,4kzp_B,24,39,32,48,0.57705,15,16,1678,0.62992126,0.007874016,0.362204724,1,10,150,40,3,40,50,720
1tzv_A,1xnf_A,81,118,164,201,0.58119,37,37,1675,0.878172589,0,0.121827411,1,10,940,10,1,25,40,10
1q6o_B,2qr3_A,46,86,68,106,0.58853,40,38,1674,0.508287293,0.301104972,0.190607735,3,20,20,70,3,40,50,2300
2gjl_A,3l8h_A,111,149,108,149,0.60481,38,41,1673,0.507246377,0.266666667,0.226086957,3,20,20,70,3,40,50,1000
2duy_A,5g4k_A,34,50,27,43,0.57822,16,16,1669,0.655172414,0.006896552,0.337931034,1,10,150,320,3,40,50,720
4qqg_G,4he6_A,7,37,363,389,0.566,30,26,1669,0.02919708,0.5,0.47080292,2,30,30,140,2,40,30,10
2duy_A,5iz4_A,34,50,15,31,0.58784,16,16,1669,0.657534247,0,0.342465753,1,10,150,320,3,40,50,720
2e2a_A,3mkr_A,20,49,50,79,0.56396,29,29,1668,0.897119342,0,0.102880658,1,20,58,80,1,25,40,10
2b0l_C,4a5u_A,201,236,783,819,0.60033,35,36,1667,0.490066225,0.139072848,0.370860927,1,10,10,10,3,90,70,100
3ci9_A,1got_G,26,49,9,32,0.57542,23,23,1667,0.889908257,0,0.110091743,1,20,5,430,4,10,260,10
2k1o_A,3qkb_A,33,49,43,59,0.55737,16,16,1666,0.826388889,0.003472222,0.170138889,1,10,1220,10,3,30,110,70
2gjl_A,5tqj_A,110,143,70,105,0.59225,33,35,1663,0.593442623,0.249180328,0.157377049,3,20,20,70,3,40,50,2300
4qqg_G,2d9u_A,29,65,13,50,0.60832,36,37,1663,0.256559767,0.478134111,0.265306122,2,30,30,140,2,40,50,40
4qqg_G,3lwe_A,29,65,6,43,0.73692,36,37,1663,0.27696793,0.478134111,0.244897959,2,30,30,140,2,40,50,40
4qqg_G,4u68_A,29,65,26,63,0.66083,36,37,1663,0.27696793,0.478134111,0.244897959,2,30,30,140,2,40,50,40
2duy_A,4rgd_A,30,46,2,18,0.57717,16,16,1662,0.760869565,0,0.239130435,1,10,150,320,1,20,225,10
2duy_A,3gem_D,34,50,15,31,0.59761,16,16,1662,0.659863946,0,0.340136054,1,10,150,320,3,40,50,720
1om2_A,3qky_A,22,59,36,76,0.61752,37,40,1661,0.88091354,0,0.11908646,1,20,960,10,1,25,40,10
1om2_A,4ga2_A,22,56,28,63,0.67802,34,35,1660,0.872852234,0,0.127147766,1,20,960,10,1,25,40,10
3gxq_A,3qkb_A,26,42,43,59,0.64182,16,16,1659,0.858895706,0.006134969,0.134969325,1,10,1220,10,3,30,110,70
4n6f_A,4zyl_B,127,163,81,121,0.59956,36,40,1658,0.553459119,0.273584906,0.172955975,3,20,20,70,3,40,50,2300
5kin_C,4ush_A,19,47,78,102,0.55609,28,24,1654,0.521912351,0.270916335,0.207171315,3,20,20,70,3,30,70,120
3qoq_D,3qkb_A,27,43,43,59,0.6032,16,16,1653,0.841772152,0.006329114,0.151898734,1,10,1220,10,3,30,110,70
2cpg_B,3qkb_A,12,28,43,59,0.5685,16,16,1653,0.852348993,0.006711409,0.140939597,1,10,1220,10,3,30,110,70
3qoq_C,3qkb_A,26,42,43,59,0.62953,16,16,1653,0.837662338,0.006493506,0.155844156,1,10,1220,10,3,30,110,70
1baz_C,3qkb_A,19,35,43,59,0.58128,16,16,1653,0.831081081,0.006756757,0.162162162,1,10,1220,10,3,30,110,70
4r4m_A,5jg7_B,25,47,138,160,0.56371,22,22,1650,0.858310627,0,0.141689373,1,20,5,490,3,40,50,1980
4r4m_A,1k1f_D,24,48,27,51,0.70122,24,24,1649,0.872773537,0,0.127226463,1,20,5,490,4,10,280,30
1c52_A,4e5v_B,75,91,94,110,0.73647,16,16,1648,0.734463277,0,0.265536723,1,10,760,10,3,40,50,880
1c52_A,1t0b_A,75,91,79,95,0.59235,16,16,1648,0.738636364,0,0.261363636,1,10,760,10,3,40,50,880
1wbh_B,3ixl_A,77,99,56,78,0.56714,22,22,1647,0.622340426,0.132978723,0.244680851,3,20,20,70,3,40,50,12500
2ijq_B,1nzn_A,31,73,75,113,0.71677,42,38,1647,0.888349515,0,0.111650485,1,10,3450,10,1,25,40,10
2duy_A,4mow_C,34,50,15,31,0.58734,16,16,1645,0.655172414,0,0.344827586,1,10,150,320,3,40,50,720
4x9c_D,4gnx_A,38,63,19,45,0.57172,25,26,1644,0,0.765217391,0.234782609,2,30,30,100,2,40,50,140
3mab_A,4rgd_A,7,25,2,20,0.58537,18,18,1642,0.73964497,0,0.26035503,1,10,150,20,1,20,225,10
3tdu_D,3ahp_A,744,768,14,38,0.59128,24,24,1642,0.593073593,0.207792208,0.199134199,1,10,10,10,3,30,70,120
3i4o_A,4mzg_B,9,37,71,101,0.64528,28,30,1642,0,0.749152542,0.250847458,2,40,50,140,2,80,10,70
2fi0_A,1mk4_A,62,82,111,131,0.56419,20,20,1641,0.602272727,0.153409091,0.244318182,1,10,3910,10,3,40,630,30
2cw6_D,1u7p_D,209,256,103,146,0.56473,47,43,1641,0.656330749,0.15245478,0.19121447,3,20,20,70,3,40,50,1000
1m7l_A,1nlw_E,6,34,751,779,0.65498,28,28,1638,0.899193548,0,0.100806452,1,20,5,360,4,10,280,10
3qq2_B,2gr8_A,962,1009,1056,1100,0.72117,47,44,1637,0,0.15970516,0.810810811,2,40,128,130,3,30,1300,30
2l1l_B,3ltj_A,563,607,49,93,0.59051,44,44,1635,0.759948652,0,0.240051348,1,20,1440,250,1,25,10,10
3cht_A,4cy9_A,113,151,125,165,0.58784,38,40,1635,0.867605634,0,0.132394366,1,10,620,20,1,20,1260,10
1epa_A,3bpq_D,123,140,16,34,0.64136,17,18,1634,0.748502994,0,0.251497006,2,40,128,20,3,30,2310,20
5a5w_A,3ixl_A,30,54,54,78,0.56616,24,24,1631,0.660465116,0.218604651,0.120930233,3,20,20,70,3,40,50,12500
1om2_A,3txn_A,22,57,129,164,0.63765,35,35,1630,0.873043478,0,0.126956522,1,20,960,10,1,25,40,570
1wa3_D,2jba_A,34,89,45,104,0.59636,55,59,1630,0.481953291,0.242038217,0.276008493,3,20,20,70,3,40,50,2300
2ijq_B,2kck_A,70,112,6,45,0.58097,42,39,1629,0.833333333,0.049751244,0.116915423,1,10,3450,10,1,25,40,10
3fkr_A,4mld_A,191,229,71,110,0.55322,38,39,1629,0.657320872,0.161993769,0.180685358,3,20,20,70,3,40,50,2300
2lz0_A,1ozn_A,21,54,81,116,0.56282,33,35,1623,0.021466905,0.203935599,0.774597496,3,40,50,12480,3,80,10,10
3fiq_A,3bpq_D,124,141,16,34,0.69815,17,18,1623,0.832853026,0,0.167146974,2,40,128,20,3,30,2310,20
4rz4_A,4q37_A,82,136,51,104,0.60749,54,53,1620,0.573363431,0.261851016,0.164785553,3,20,20,70,3,40,50,280
2e2a_A,1hh8_A,22,52,8,37,0.74603,30,29,1619,0.896,0,0.104,1,20,58,80,1,25,40,10
4r4m_A,1ybx_A,25,47,13,36,0.72219,22,23,1619,0.864130435,0,0.135869565,1,20,5,490,3,30,1310,10
2oqb_A,2n3o_A,106,130,95,119,0.59316,24,24,1618,0.654867257,0.230088496,0.115044248,2,30,29,30,3,30,70,330
2yzr_C,3tdn_A,226,286,60,118,0.60859,60,58,1618,0.660714286,0.140873016,0.198412698,3,20,20,70,3,40,50,12600
4df0_A,3tdn_A,136,188,64,114,0.65287,52,50,1618,0.617256637,0.163716814,0.219026549,3,20,20,70,3,40,50,12600
1qwd_B,3p3v_B,146,168,122,144,0.57023,22,22,1617,0.76119403,0.024875622,0.213930348,2,40,128,20,3,40,35,10
2jtf_A,4x3k_A,31,62,13,47,0.58297,31,34,1616,0.011608624,0.543946932,0.444444444,2,30,30,140,2,40,50,40
3cu2_A,2qzj_A,30,90,41,97,0.58825,60,56,1615,0.423440454,0.24952741,0.327032136,3,20,20,70,3,40,50,2300
3rsn_A,2vnf_C,20,61,209,246,0.5685,41,37,1612,0.093663912,0.283746556,0.622589532,1,10,10,2760,3,30,40,10
3b2e_H,4l0r_B,42,65,35,58,0.56581,23,23,1611,0.815789474,0,0.184210526,1,10,287,660,1,20,58,90
1ci6_A,1htm_D,302,331,62,91,0.86106,29,29,1610,0.22556391,0,0.77443609,1,20,5,170,3,90,20,10
3ndo_A,3ixl_A,143,169,54,80,0.614,26,26,1610,0.486486486,0.148648649,0.364864865,3,20,20,70,3,40,50,12500
2duy_A,5jy1_A,34,50,15,31,0.56656,16,16,1608,0.657534247,0,0.342465753,1,10,150,320,3,40,50,720
1c52_A,4pxy_A,75,91,98,114,0.5535,16,16,1608,0.732954545,0,0.267045455,1,10,760,10,3,40,50,880
1xm3_B,1p6q_A,91,152,50,108,0.55165,61,58,1607,0.443396226,0.156603774,0.4,3,20,20,70,3,40,50,2300
1om2_A,2vyi_A,21,56,123,157,0.74258,35,34,1606,0.87456446,0,0.12543554,1,20,960,10,1,25,40,10
2lz0_A,2z80_B,17,54,73,111,0.59443,37,38,1606,0.019769357,0.187808896,0.792421746,3,40,50,12480,3,80,10,10
4icv_A,3ej7_C,472,494,21,43,0.57152,22,22,1604,0.688888889,0.275555556,0.035555556,3,10,20,90,3,30,429,10
2fi0_A,3h2s_A,65,81,15,31,0.64897,16,16,1603,0.543624161,0.201342282,0.255033557,1,10,3910,10,3,40,50,720
2e2a_A,2ynq_A,23,51,312,340,0.68015,28,28,1603,0.89787234,0,0.10212766,1,20,58,80,1,25,40,680
2jtf_A,4u68_A,31,62,26,60,0.55636,31,34,1602,0.011627907,0.543189369,0.445182724,2,30,30,140,2,40,50,40
3g2b_A,3e6d_B,70,90,183,204,0.5788,20,21,1602,0.852631579,0,0.147368421,1,10,10,1150,2,60,120,1460
2jtf_A,3lwe_A,31,62,6,40,0.57117,31,34,1602,0.013289037,0.543189369,0.443521595,2,30,30,140,2,40,50,40
1kq1_H,3mxn_B,31,68,59,98,0.5861,37,39,1602,0.014792899,0.724852071,0.26035503,2,30,30,100,2,40,50,140
1wa3_D,2qsj_B,54,89,66,104,0.60117,35,38,1602,0.575250836,0.214046823,0.210702341,3,20,20,70,3,40,50,2300
2hgc_A,1p1l_A,28,54,10,34,0.65361,26,24,1601,0.591928251,0.183856502,0.224215247,1,10,10,10,3,30,70,120
2duy_A,2a35_A,34,50,15,31,0.57074,16,16,1601,0.655172414,0,0.344827586,1,10,150,320,3,40,50,720
2rkl_A,3ieg_A,298,330,341,372,0.78436,32,31,1598,0.879310345,0,0.120689655,1,20,5,420,1,25,40,10
4qqg_G,1q3l_A,30,65,27,63,0.72866,35,36,1598,0.270029674,0.474777448,0.255192878,2,30,30,140,2,40,50,40
3nzl_A,2job_A,18,33,73,91,0.61581,15,18,1598,0.825454545,0,0.174545455,1,10,260,70,3,30,160,320
1n73_D,1htm_D,128,172,48,89,0.58343,44,41,1597,0.674019608,0,0.325980392,1,20,5,50,3,90,20,10
3f5h_A,1a92_A,1,27,30,56,0.65456,26,26,1595,0.145098039,0,0.839215686,1,20,5,1180,4,10,220,40
1y1x_B,3kkg_A,90,107,30,47,0.55523,17,17,1594,0.845238095,0,0.154761905,1,10,238,10,3,10,450,50
2ekk_A,4j7q_A,22,47,86,111,0.58044,25,25,1594,0.897911833,0,0.102088167,1,10,8,10,3,40,525,10
1bdo_A,3tuf_B,123,157,163,193,0.55311,34,30,1594,0,0.42172524,0.57827476,2,40,50,100,2,70,70,10
5ffx_D,2job_A,59,83,73,97,0.59417,24,24,1593,0.6125,0.241666667,0.145833333,1,10,10,10,3,30,160,320
4ha4_A,4hyq_A,164,197,153,183,0.55188,33,30,1593,0.85620915,0,0.14379085,3,20,20,80,3,40,50,1110
1wgs_A,4x3k_A,31,66,13,47,0.67933,35,34,1593,0.010920437,0.542901716,0.446177847,2,30,30,140,2,40,50,40
3mab_A,1sny_A,11,26,11,27,0.58011,15,16,1591,0.664383562,0,0.335616438,1,10,150,20,3,40,50,720
4qqg_G,5ejw_A,30,65,14,50,0.63753,35,36,1589,0.275964392,0.46884273,0.255192878,2,30,30,140,2,40,50,40
3qoq_C,2jz7_A,26,42,35,51,0.55757,16,16,1589,0.837662338,0.006493506,0.155844156,1,10,1220,10,3,30,1660,30
1wa3_D,3eul_B,54,89,72,110,0.61635,35,38,1588,0.571428571,0.215946844,0.212624585,3,20,20,70,3,40,50,2300
1x7i_A,3llv_A,141,200,70,125,0.59697,59,55,1588,0.416161616,0.232323232,0.351515152,3,20,20,380,3,40,50,720
2zbt_A,2pln_A,68,107,58,97,0.63053,39,39,1586,0.498550725,0.286956522,0.214492754,3,20,20,70,3,40,50,2300
1yad_B,5dcl_A,85,119,66,102,0.57026,34,36,1584,0.531446541,0.257861635,0.210691824,3,20,20,70,3,40,50,2300
1kw4_A,1kcf_B,19,35,6,22,0.58156,16,16,1584,0.843137255,0,0.156862745,1,10,150,50,3,30,420,10
4j29_A,3can_A,35,51,21,38,0.65793,16,17,1583,0.899371069,0.006289308,0.094339623,3,40,50,11230,3,80,30,10
2ijq_A,1ug7_A,33,64,23,53,0.68048,31,30,1582,0.809364548,0,0.190635452,1,10,3450,10,1,20,120,360
4jv8_B,1w6s_A,21,39,134,152,0.5622,18,18,1581,0.012121212,0.533333333,0.454545455,2,70,50,40,2,140,10,10
4mm1_C,1dbw_B,186,225,64,104,0.57053,39,40,1580,0.524534687,0.258883249,0.216582064,3,20,20,390,3,40,50,2300
4mnu_B,2job_A,56,82,73,98,0.58243,26,25,1579,0.593360996,0.141078838,0.265560166,1,10,10,10,3,30,160,320
2l2d_A,2ndp_A,28,57,10,39,0.60081,29,29,1579,0.891213389,0,0.108786611,1,10,8,10,4,10,520,10
4n6f_A,3t8y_B,127,164,69,109,0.6472,37,40,1577,0.538461538,0.292307692,0.169230769,3,20,20,70,3,40,50,2300
4o0k_A,2g2c_A,80,112,49,81,0.5695,32,32,1576,0.458955224,0.138059701,0.402985075,3,20,20,70,3,40,980,10
1gvf_B,3t8y_B,76,104,80,109,0.58441,28,29,1575,0.398523985,0.354243542,0.247232472,3,20,20,70,3,40,50,2300
1gvf_B,3cz5_C,75,103,80,107,0.58263,28,27,1575,0.405204461,0.353159851,0.241635688,3,20,20,70,3,40,50,2300
3s1x_A,3l8h_A,97,137,108,150,0.57513,40,42,1575,0.551532033,0.233983287,0.21448468,3,20,20,70,3,40,50,1000
2hgc_A,1nza_A,27,51,10,34,0.6087,24,24,1574,0.648325359,0.196172249,0.155502392,1,10,10,10,3,30,70,120
1tzv_A,3mkr_A,81,120,250,289,0.5736,39,39,1574,0.886699507,0,0.113300493,1,10,940,10,1,25,40,10
2jby_A,4l7m_A,63,89,150,179,0.55987,26,29,1572,0.891304348,0,0.108695652,1,10,437,40,1,25,10,10
1wgs_A,2d9u_A,31,66,13,47,0.6413,35,34,1572,0.0046875,0.5421875,0.453125,2,30,30,140,2,40,50,40
1wgs_A,4u68_A,31,66,26,60,0.64413,35,34,1572,0.0109375,0.5421875,0.446875,2,30,30,140,2,40,50,40
1wgs_A,3lwe_A,31,66,6,40,0.66232,35,34,1572,0.0125,0.5421875,0.4453125,2,30,30,140,2,40,50,40
4n6f_A,3cz5_C,127,163,69,107,0.62611,36,38,1570,0.558730159,0.273015873,0.168253968,3,20,20,70,3,40,50,2300
5d4s_B,1p1l_A,38,62,10,34,0.59555,24,24,1570,0.644549763,0.180094787,0.17535545,1,10,10,10,3,30,70,120
4qqg_G,4hae_A,29,65,9,47,0.66388,36,38,1570,0.261627907,0.479651163,0.25872093,2,30,30,140,2,40,50,40
3ni7_A,5k2l_A,28,50,11,33,0.59315,22,22,1569,0.841860465,0,0.158139535,1,10,357,10,3,10,350,10
1i4n_A,1dcf_A,103,131,84,111,0.5828,28,27,1569,0.330645161,0.310483871,0.358870968,3,20,20,70,3,40,50,2300
1yad_B,2pln_A,64,118,37,95,0.69839,54,58,1567,0.510080645,0.227822581,0.262096774,3,20,20,70,3,40,50,2300
4tv5_A,4q37_A,194,239,59,104,0.57844,45,45,1567,0.613744076,0.203791469,0.182464455,3,20,20,60,3,40,50,280
2jtf_A,5eq0_A,31,62,13,47,0.57379,31,34,1566,0.014851485,0.53630363,0.448844884,2,30,30,140,2,40,50,40
4n6f_A,3hzh_A,127,163,90,128,0.65444,36,38,1564,0.558730159,0.273015873,0.168253968,3,20,20,70,3,40,50,2300
4yii_A,2zzv_A,789,815,332,357,0.56151,26,25,1564,0.593220339,0.186440678,0.220338983,1,10,10,10,3,40,190,170
3tdu_D,1p1l_A,744,768,10,34,0.56319,24,24,1563,0.593073593,0.212121212,0.194805195,1,10,10,10,3,30,70,120
2isw_B,1jbe_A,76,105,81,109,0.59566,29,28,1561,0.365384615,0.388461538,0.246153846,3,20,20,70,3,40,50,2300
4n02_A,3llv_A,237,276,88,125,0.6282,39,37,1561,0.583569405,0.201133144,0.21529745,3,20,20,70,3,40,50,720
3aam_A,3can_A,116,134,75,93,0.55862,18,18,1561,0.733333333,0,0.266666667,3,20,20,150,3,80,30,10
1o50_A,3ghd_A,95,139,17,60,0.81551,44,43,1561,0.464197531,0.237037037,0.298765432,3,10,580,10,3,90,1280,20
4mm1_C,3w9s_B,181,220,61,101,0.61067,39,40,1561,0.570234114,0.148829431,0.280936455,3,20,20,390,3,40,50,2300
4gos_A,2c3a_A,114,140,150,176,0.60576,26,26,1559,0.179487179,0.606837607,0.213675214,2,60,40,10,2,70,230,10
4gos_A,2c36_A,114,140,150,176,0.6072,26,26,1559,0.179487179,0.606837607,0.213675214,2,60,40,10,2,70,230,10
4gos_A,3w9e_C,114,140,150,176,0.63876,26,26,1559,0.179487179,0.606837607,0.213675214,2,60,40,10,2,70,230,10
4gos_A,1l2g_A,114,140,150,176,0.61479,26,26,1559,0.179487179,0.611111111,0.209401709,2,60,40,10,2,70,230,10
2c6q_G,4mld_A,141,178,71,109,0.57102,37,38,1558,0.558208955,0.265671642,0.176119403,3,20,20,70,3,40,50,2300
4fb7_A,3ixl_A,74,98,55,79,0.60078,24,24,1557,0.472340426,0.204255319,0.323404255,3,20,20,70,3,40,50,12500
1w0m_A,3llv_A,85,143,70,125,0.61748,58,55,1556,0.509594883,0.221748401,0.268656716,3,20,20,70,3,40,50,720
3qq2_B,2gr7_A,949,996,1056,1100,0.5573,47,44,1556,0,0.183333333,0.78,2,40,128,130,3,30,1300,30
2e2a_A,3u4t_B,22,53,230,261,0.68336,31,31,1554,0.894117647,0,0.105882353,1,20,58,80,1,25,40,10
4yii_A,3tul_C,789,813,92,116,0.56701,24,24,1554,0.652777778,0.115740741,0.231481481,1,10,10,10,1,20,120,330
1yad_B,3kyj_B,85,119,67,105,0.55083,34,38,1554,0.529411765,0.256965944,0.213622291,3,20,20,70,3,40,50,2300
1om2_A,3rkv_A,22,58,193,226,0.72094,36,33,1553,0.883050847,0,0.116949153,1,20,960,10,1,25,40,10
3a5f_A,2qr3_A,170,203,68,104,0.64281,33,36,1552,0.718213058,0.182130584,0.099656357,3,20,20,70,3,40,50,2300
2jtf_A,4hae_A,31,62,9,44,0.57985,31,35,1552,0.008291874,0.538971808,0.452736318,2,30,30,140,2,40,50,40
2o35_A,2vje_D,39,55,456,473,0.59527,16,17,1548,0.891025641,0.025641026,0.083333333,1,10,3340,10,3,30,40,10
2cor_A,3dwd_A,42,71,20,49,0.61514,29,29,1547,0.233333333,0.247916667,0.51875,2,10,110,10,3,30,40,160
4qqg_G,5eq0_A,29,65,13,50,0.66056,36,37,1545,0.276657061,0.46685879,0.25648415,2,30,30,140,2,40,50,40
3u1d_B,2l8t_A,48,75,13,37,0.55885,27,24,1541,0.750957854,0.095785441,0.153256705,1,10,10,10,3,30,160,410
4gbu_A,2cz4_A,173,195,18,41,0.64934,22,23,1541,0.497237569,0.237569061,0.26519337,3,20,20,70,3,30,70,120
2lz0_A,1ozn_A,21,54,57,91,0.55411,33,34,1537,0.021505376,0.204301075,0.774193548,3,40,50,12480,3,80,10,10
3e5d_A,5ahn_A,83,99,75,91,0.59167,16,16,1536,0.772413793,0.089655172,0.137931034,3,10,180,10,3,20,20,70
3e5d_A,3usb_B,83,99,74,90,0.6364,16,16,1536,0.74829932,0.088435374,0.163265306,3,10,180,10,3,20,20,70
3t97_C,1a92_A,397,424,13,40,0.55714,27,27,1534,0.767676768,0,0.232323232,1,20,5,170,4,10,220,40
1wa3_D,3t8y_B,54,90,69,109,0.58287,36,40,1533,0.55483871,0.209677419,0.235483871,3,20,20,70,3,40,50,2300
2gjl_A,3cz5_C,110,143,69,106,0.61785,33,37,1532,0.6,0.245901639,0.154098361,3,20,20,70,3,40,50,2300
5b6q_A,4ymh_D,62,77,148,166,0.58973,15,18,1532,0.85106383,0.028368794,0.120567376,1,10,760,10,3,40,50,150
2rkl_A,4kyo_D,303,328,341,366,0.68018,25,25,1531,0.899563319,0,0.100436681,1,20,5,420,1,25,40,10
1wgs_A,5eq0_A,31,66,13,47,0.62472,35,34,1530,0.013975155,0.535714286,0.450310559,2,30,30,140,2,40,50,40
1vcv_A,3rfq_C,61,99,68,102,0.55278,38,34,1528,0.604863222,0.133738602,0.261398176,3,20,20,70,3,40,980,10
3o6c_A,3llv_A,115,151,88,125,0.57045,36,37,1528,0.506738544,0.274932615,0.218328841,3,20,20,70,3,40,50,720
2rkl_A,1na0_A,297,330,43,76,0.74404,33,33,1526,0.89,0,0.11,1,20,5,420,1,25,40,10
1wgs_A,4hae_A,31,66,9,44,0.66103,35,35,1525,0.007800312,0.538221529,0.453978159,2,30,30,140,2,40,50,40
1yad_B,2qsj_B,85,119,66,103,0.6468,34,37,1524,0.539432177,0.255520505,0.205047319,3,20,20,70,3,40,50,2300
2duy_A,4nim_A,34,50,16,32,0.58409,16,16,1524,0.655172414,0,0.344827586,1,10,150,320,3,40,50,720
4ijj_A,2cor_A,94,127,41,74,0.61064,33,33,1523,0.553398058,0.019417476,0.427184466,1,20,120,910,2,10,110,10
1jkg_B,5eka_A,370,397,11,38,0.5826,27,27,1522,0.71541502,0,0.28458498,3,10,450,50,4,10,520,10
1wy9_A,3gwr_B,64,80,48,64,0.59392,16,16,1522,0.710526316,0.118421053,0.171052632,1,10,238,10,3,10,450,50
2jtf_A,1q3l_A,32,62,27,60,0.58437,30,33,1520,0.008474576,0.533898305,0.457627119,2,30,30,140,2,40,50,40
4eqa_C,3ow8_C,69,120,173,223,0.61872,51,50,1519,0,0.65701559,0.34298441,2,40,128,650,2,130,10,10
4n02_A,1qkk_A,229,276,61,104,0.59549,47,43,1518,0.612590799,0.171912833,0.215496368,3,20,20,70,3,40,50,2300
1wrk_A,3gwr_B,35,51,48,64,0.59308,16,16,1517,0.74829932,0.013605442,0.238095238,1,10,238,10,3,10,450,50
5i2o_A,3gwr_B,111,127,48,64,0.55483,16,16,1517,0.751677852,0.013422819,0.234899329,1,10,238,10,3,10,450,50
1om2_A,2xev_B,23,58,4,42,0.61793,35,38,1516,0.875213675,0,0.124786325,1,20,960,10,1,25,40,10
1nyp_A,2bay_E,6,35,1,31,0.55546,29,30,1516,0.014227642,0.296747967,0.68902439,2,10,110,10,3,30,40,10
1y71_A,4zgn_B,5,39,456,490,0.6077,34,34,1515,0,0.741721854,0.258278146,2,30,30,430,2,40,30,10
1om2_A,4yvo_A,20,55,245,280,0.66363,35,35,1514,0.875647668,0,0.124352332,1,20,960,10,1,25,40,10
2rkl_A,4j8d_D,301,330,117,146,0.71835,29,29,1514,0.866412214,0,0.133587786,1,20,5,420,1,25,40,10
3htr_B,2ey4_D,19,46,26,52,0.57374,27,26,1513,0,0.457489879,0.542510121,2,30,30,240,2,40,10,230
2b4j_C,1ibr_D,398,425,175,203,0.65391,27,28,1512,0.839552239,0,0.160447761,1,20,930,10,1,25,10,10
2jtf_A,5ejw_A,32,62,14,47,0.55942,30,33,1511,0.010169492,0.533898305,0.455932203,2,30,30,140,2,40,50,40
1om2_A,3urz_A,22,59,74,111,0.602,37,37,1510,0.883606557,0,0.116393443,1,20,960,10,1,25,40,10
1avy_B,1ybx_A,437,460,13,35,0.58971,23,22,1510,0.841836735,0,0.158163265,1,20,5,320,3,30,1310,10
1ci6_A,4yli_E,302,327,125,150,0.61345,25,25,1509,0.19047619,0.008658009,0.800865801,1,20,5,170,3,10,100,10
5b31_G,4pww_A,54,81,46,73,0.59806,27,27,1505,0.748953975,0.10041841,0.150627615,1,10,20,10,3,30,70,600
2ijq_B,1ug7_A,34,65,23,54,0.72705,31,31,1505,0.847682119,0,0.152317881,1,10,3450,10,1,20,120,360
1wgs_A,1q3l_A,32,66,27,60,0.68075,34,33,1504,0.007949126,0.53418124,0.457869634,2,30,30,140,2,40,50,40
1om2_A,3q49_B,22,57,63,98,0.71746,35,35,1502,0.876521739,0,0.123478261,1,20,960,10,1,25,40,10
1gvf_B,3eul_B,75,103,83,110,0.56543,28,27,1500,0.405204461,0.356877323,0.237918216,3,20,20,70,3,40,50,2300
1om2_A,4gcn_A,22,55,7,40,0.67347,33,33,1498,0.865921788,0,0.134078212,1,20,960,10,1,25,40,10
